,Amount,Days_in_Quarter__c,ExpectedRevenue,FiscalQuarter,HasOpportunityLineItem,InvoiceTotalIncludingVATFreight__c,IsClosed,LineItemCount__c,NEW_Total_ACV__c,OwnerId,Probability,Spigit_Rep_Assesment__c,StageName
1706,50000.0,92,0.0,4,True,50000.0,True,1,50000.0,54,0,0,0
2562,77561.75423842318,30,32169.890166191497,2,False,0.0,True,0,0.0,40,0,0,0
272,300000.0,57,0.0,3,True,300000.0,True,1,0.0,32,0,0,0
38,2625.66,54,2625.66,1,True,2625.66,True,3,2625.66,44,100,0,0
1752,46800.0,76,0.0,2,True,46800.0,True,1,46800.0,46,0,0,0
3559,25000.0,78,0.0,4,True,25000.0,True,1,25000.0,67,0,0,1
1663,15000.0,30,15000.0,1,True,15000.0,True,1,15000.0,32,100,0,0
289,77561.75423842318,65,32169.890166191497,3,False,0.0,True,0,0.0,32,100,0,0
2784,35000.0,91,0.0,2,True,35000.0,True,2,15000.0,6,0,0,0
1499,25000.0,13,0.0,3,True,25000.0,True,1,0.0,40,0,0,0
1240,45000.0,89,45000.0,3,True,45000.0,True,1,0.0,32,100,0,0
2938,55000.0,23,0.0,4,True,55000.0,True,2,15000.0,6,0,0,0
487,595.0,59,595.0,1,True,595.0,True,1,0.0,32,100,0,0
614,77561.75423842318,91,32169.890166191497,2,False,0.0,True,0,0.0,39,0,0,0
1324,39000.0,30,0.0,1,True,39000.0,True,1,0.0,32,0,0,0
88,13500.0,70,0.0,1,True,13500.0,True,1,13500.0,40,0,0,1
3365,75000.0,90,0.0,1,True,75000.0,True,2,75000.0,33,0,0,1
1993,20000.0,69,20000.0,2,True,20000.0,True,1,20000.0,41,100,0,0
507,51000.0,15,51000.0,2,True,51000.0,True,1,0.0,39,100,0,0
4062,99500.0,79,99500.0,4,True,99500.0,True,3,99500.0,17,100,0,0
4018,82500.0,91,82500.0,4,True,82500.0,True,1,27500.0,71,100,0,0
2540,77561.75423842318,60,32169.890166191497,2,False,0.0,True,0,0.0,44,0,0,0
886,40000.0,91,0.0,4,True,40000.0,True,1,0.0,32,0,0,0
1196,50000.0,81,0.0,2,True,50000.0,True,1,0.0,41,0,0,0
1455,25000.0,12,0.0,2,True,25000.0,True,1,0.0,32,0,0,0
1584,150000.0,55,0.0,3,True,150000.0,True,1,0.0,41,0,0,0
3134,15000.0,91,15000.0,4,True,15000.0,True,1,15000.0,41,100,0,0
1188,50000.0,91,0.0,2,True,50000.0,True,1,0.0,35,0,0,0
1805,77561.75423842318,30,32169.890166191497,4,False,0.0,True,0,0.0,64,0,0,1
1096,15000.0,29,15000.0,2,True,15000.0,True,1,0.0,32,100,0,0
3520,296.65,63,0.0,2,True,296.65,True,1,296.65,7,0,0,1
186,50000.0,63,50000.0,2,True,50000.0,True,1,0.0,32,100,0,0
2695,50000.0,31,0.0,4,True,50000.0,True,1,0.0,55,0,0,1
1093,153000.0,90,0.0,1,True,153000.0,True,1,0.0,41,0,0,0
3362,91000.0,60,91000.0,3,True,91000.0,True,2,91000.0,69,100,0,0
1207,25000.0,91,0.0,2,True,25000.0,True,1,0.0,44,0,0,0
1426,107000.0,90,0.0,3,True,107000.0,True,1,0.0,44,0,0,0
2890,4500.0,31,4500.0,3,True,4500.0,True,1,4500.0,46,100,0,0
2088,77561.75423842318,19,32169.890166191497,2,False,0.0,True,0,0.0,44,0,0,0
2604,100000.0,79,0.0,3,True,100000.0,True,2,30000.0,51,0,0,0
2063,403750.0,85,403750.0,2,True,403750.0,True,1,403750.0,32,100,0,0
3413,60000.0,58,0.0,1,True,60000.0,True,1,60000.0,35,0,0,0
3296,50000.0,92,0.0,3,True,50000.0,True,2,50000.0,42,0,0,0
568,77561.75423842318,91,32169.890166191497,2,False,0.0,True,0,0.0,32,0,0,0
4116,250000.0,91,0.0,3,True,250000.0,True,1,125171.47,37,0,0,0
605,25000.0,91,0.0,4,True,25000.0,True,1,0.0,39,0,0,0
3459,85000.0,92,0.0,4,True,85000.0,True,1,85000.0,41,0,0,0
2220,76000.0,51,76000.0,4,True,76000.0,True,1,76000.0,41,100,0,0
843,250000.0,45,0.0,1,True,250000.0,True,1,0.0,32,0,0,0
1515,28500.0,81,28500.0,4,True,28500.0,True,1,0.0,54,100,0,0
3688,75000.0,87,0.0,2,True,75000.0,True,2,75000.0,41,0,0,0
3359,391000.0,24,391000.0,2,True,391000.0,True,3,391000.0,44,100,0,0
31,3644.23,44,3644.23,1,True,3644.23,True,3,3644.23,72,100,0,0
252,15000.0,59,15000.0,2,True,15000.0,True,1,0.0,39,100,0,0
3529,120850.0,92,0.0,4,True,120850.0,True,3,120850.0,54,0,0,1
836,68400.0,57,0.0,3,True,68400.0,True,1,0.0,32,0,0,0
3665,2586.16,31,2586.16,3,True,2586.16,True,2,2586.16,45,100,0,0
2470,70000.0,88,0.0,1,True,70000.0,True,2,45000.0,64,0,0,1
519,25000.0,20,0.0,3,True,25000.0,True,1,0.0,32,0,1,1
2415,77561.75423842318,80,32169.890166191497,4,False,0.0,True,0,0.0,32,0,0,1
348,5000.0,91,5000.0,4,True,5000.0,True,1,0.0,32,100,1,0
1991,45000.0,90,0.0,1,True,45000.0,True,2,15000.0,35,0,0,1
2319,77561.75423842318,14,32169.890166191497,2,False,0.0,True,0,0.0,32,0,0,0
1381,77561.75423842318,74,32169.890166191497,3,False,0.0,True,0,0.0,32,100,0,0
1173,25000.0,63,0.0,4,True,25000.0,True,1,17184.56,18,0,0,0
185,25000.0,92,0.0,4,True,25000.0,True,1,0.0,46,0,0,0
696,62400.0,89,0.0,4,True,62400.0,True,1,0.0,32,0,0,0
2171,75000.0,41,0.0,4,True,75000.0,True,2,75000.0,40,0,0,1
2916,75000.0,43,0.0,1,True,75000.0,True,2,75000.0,54,0,0,1
831,77561.75423842318,7,32169.890166191497,1,False,0.0,True,0,0.0,32,100,0,0
3272,50000.0,44,0.0,3,True,50000.0,True,2,25000.0,51,0,0,0
389,37440.0,45,0.0,1,True,37440.0,True,1,0.0,32,0,0,0
2537,77561.75423842318,90,32169.890166191497,1,False,0.0,True,0,0.0,32,0,0,0
2101,77561.75423842318,25,32169.890166191497,3,False,0.0,True,0,0.0,44,0,0,0
1646,95000.0,88,95000.0,4,True,95000.0,True,2,45000.0,32,100,1,0
1309,77561.75423842318,16,32169.890166191497,3,False,0.0,True,0,0.0,32,0,0,0
3525,150000.0,92,0.0,4,True,150000.0,True,2,150000.0,35,0,0,0
1272,600000.0,77,0.0,4,True,600000.0,True,1,0.0,35,0,0,0
2638,80000.0,91,0.0,2,True,80000.0,True,2,80000.0,23,0,0,0
1157,77561.75423842318,10,32169.890166191497,2,False,0.0,True,0,0.0,32,0,0,0
512,107000.0,61,0.0,2,True,107000.0,True,1,0.0,32,0,0,0
716,382000.0,92,382000.0,3,True,382000.0,True,1,0.0,32,100,0,0
2071,134250.0,90,0.0,2,True,134250.0,True,1,0.0,37,0,0,0
1718,107000.0,89,0.0,1,True,107000.0,True,1,0.0,37,0,0,0
2065,17000.0,68,0.0,2,True,17000.0,True,1,17000.0,39,0,0,0
3473,77561.75423842318,91,32169.890166191497,2,False,0.0,True,0,0.0,40,0,0,1
3227,1500.0,51,1500.0,1,True,1500.0,True,1,1500.0,35,100,1,0
3033,557500.0,92,557500.0,3,True,557500.0,True,2,57500.0,55,100,0,0
2774,40000.0,50,0.0,4,True,40000.0,True,2,10000.0,51,0,0,0
984,10000.0,88,10000.0,2,True,10000.0,True,1,0.0,32,100,0,0
3435,25000.0,92,0.0,4,True,25000.0,True,1,25000.0,40,0,0,1
2416,77561.75423842318,81,32169.890166191497,4,False,0.0,True,0,0.0,43,0,0,1
3422,5000.0,91,5000.0,2,True,5000.0,True,1,5000.0,39,100,0,0
3891,39000.0,90,0.0,1,True,39000.0,True,1,39000.0,41,0,0,1
3432,15000.0,58,15000.0,2,True,15000.0,True,1,15000.0,44,100,0,0
1957,25000.0,39,0.0,4,True,25000.0,True,1,0.0,40,0,0,0
1189,77561.75423842318,76,32169.890166191497,2,False,0.0,True,0,0.0,35,0,0,0
948,32400.0,31,32400.0,2,True,32400.0,True,1,0.0,39,100,0,0
3753,80000.0,30,0.0,2,True,80000.0,True,2,80000.0,64,0,0,1
2827,54647.0,64,54647.0,2,True,54647.0,True,2,54647.0,54,100,1,0
583,25000.0,55,0.0,3,True,25000.0,True,1,0.0,32,0,0,0
179,30000.0,7,30000.0,2,True,30000.0,True,1,0.0,39,100,0,0
2336,77561.75423842318,91,32169.890166191497,4,False,0.0,True,0,0.0,39,0,0,0
116,486.8,78,486.8,1,True,486.8,True,1,486.8,40,100,0,0
1821,50000.0,90,0.0,1,True,50000.0,True,1,50000.0,72,0,0,1
322,30000.0,87,30000.0,3,True,30000.0,True,1,0.0,32,100,0,0
2045,140000.0,27,0.0,1,True,140000.0,True,2,90000.0,32,0,0,0
1683,71000.0,30,0.0,2,True,71000.0,True,2,46000.0,43,0,0,0
1220,77561.75423842318,30,32169.890166191497,4,False,0.0,True,0,0.0,64,0,0,1
1357,7000.0,19,7000.0,4,True,7000.0,True,1,0.0,32,100,0,0
392,30000.0,54,30000.0,2,True,30000.0,True,1,0.0,32,100,1,0
3795,75000.0,31,0.0,1,True,75000.0,True,2,75000.0,40,0,0,1
3720,25000.0,91,0.0,2,True,25000.0,True,1,25000.0,44,0,0,1
2519,72000.0,76,72000.0,4,True,72000.0,True,1,0.0,37,100,0,0
2007,2000.0,72,2000.0,2,True,2000.0,True,1,2000.0,32,100,0,0
2106,5000.0,32,5000.0,3,True,5000.0,True,1,5000.0,39,100,0,0
2927,160000.0,58,0.0,1,True,160000.0,True,2,10000.0,54,0,0,0
2599,25000.0,76,0.0,1,True,25000.0,True,1,25000.0,26,0,0,0
707,81000.0,49,0.0,1,True,81000.0,True,1,0.0,41,0,0,0
1799,60000.0,26,0.0,2,True,60000.0,True,1,0.0,44,0,0,0
1737,110000.0,76,0.0,4,True,110000.0,True,1,0.0,35,0,0,1
2311,3000.0,78,3000.0,4,True,3000.0,True,1,3000.0,35,100,0,0
175,15000.0,15,15000.0,1,True,15000.0,True,1,0.0,32,100,0,0
1604,78000.0,30,0.0,4,True,78000.0,True,1,0.0,17,0,0,1
932,120600.0,89,120600.0,1,True,120600.0,True,1,120600.0,32,100,0,0
1575,65000.0,89,65000.0,1,True,65000.0,True,2,7000.0,39,100,0,0
351,92250.0,76,0.0,2,True,92250.0,True,1,0.0,46,0,0,0
713,20000.0,43,0.0,4,True,20000.0,True,1,0.0,32,0,0,0
3016,119500.0,90,119500.0,1,True,119500.0,True,2,119500.0,35,100,0,0
1873,10000.0,51,0.0,4,True,10000.0,True,1,10000.0,46,0,0,0
1378,50000.0,29,0.0,4,True,50000.0,True,1,0.0,55,0,0,0
3299,50000.0,85,0.0,4,True,50000.0,True,2,50000.0,42,0,0,0
958,109200.0,90,109200.0,3,True,109200.0,True,1,109200.0,32,100,0,0
2408,77561.75423842318,91,32169.890166191497,2,False,0.0,True,0,0.0,44,0,0,0
2301,19004.0,61,19004.0,2,True,19004.0,True,2,9881.0,35,100,0,0
2078,157012.0,89,157012.0,2,True,157012.0,True,2,62125.0,35,100,0,0
1952,75000.0,90,0.0,2,True,75000.0,True,1,0.0,43,0,0,0
1094,122000.0,90,0.0,2,True,122000.0,True,1,0.0,32,0,0,0
2070,77561.75423842318,31,32169.890166191497,3,False,0.0,True,0,0.0,44,0,0,0
1459,182000.0,43,182000.0,4,True,182000.0,True,1,0.0,45,100,0,0
1283,100000.0,16,0.0,3,True,100000.0,True,1,0.0,36,0,0,0
414,18720.0,20,18720.0,3,True,18720.0,True,1,0.0,32,100,1,0
1362,8700.0,29,8700.0,3,True,8700.0,True,1,0.0,32,100,0,0
2152,82000.0,91,0.0,2,True,82000.0,True,1,0.0,35,0,0,1
2845,60000.0,89,0.0,1,True,60000.0,True,2,10000.0,54,0,0,0
1850,6000.0,62,0.0,3,True,6000.0,True,1,6000.0,32,0,0,0
1370,77561.75423842318,90,32169.890166191497,1,False,0.0,True,0,0.0,32,0,0,0
224,70000.0,51,70000.0,4,True,70000.0,True,1,0.0,32,100,0,0
1233,77561.75423842318,30,32169.890166191497,2,False,0.0,True,0,0.0,40,0,0,0
2820,77561.75423842318,92,32169.890166191497,3,False,0.0,True,0,0.0,38,0,0,1
3321,77561.75423842318,79,32169.890166191497,1,False,0.0,True,0,0.0,41,0,0,1
2139,600.0,55,600.0,3,True,600.0,True,1,600.0,40,100,0,0
924,200000.0,56,0.0,1,True,200000.0,True,1,0.0,32,0,0,0
2241,77561.75423842318,84,32169.890166191497,2,False,0.0,True,0,0.0,42,0,0,0
1862,20000.0,90,0.0,1,True,20000.0,True,1,20000.0,17,0,0,1
413,24360.0,83,24360.0,1,True,24360.0,True,1,0.0,32,100,1,0
685,77561.75423842318,92,32169.890166191497,3,False,0.0,True,0,0.0,32,0,0,0
3229,25000.0,31,0.0,3,True,25000.0,True,1,25000.0,44,0,0,1
2035,65000.0,74,65000.0,4,True,65000.0,True,2,15000.0,44,100,0,0
3487,50000.0,59,0.0,3,True,50000.0,True,2,50000.0,41,0,0,1
4011,50000.0,76,0.0,4,True,50000.0,True,2,50000.0,35,0,0,1
3431,77561.75423842318,90,32169.890166191497,1,False,0.0,True,0,0.0,41,0,0,1
1776,100000.0,30,0.0,2,True,100000.0,True,1,100000.0,35,0,0,0
1056,77561.75423842318,78,32169.890166191497,2,False,0.0,True,0,0.0,32,0,0,0
260,25000.0,27,25000.0,3,True,25000.0,True,1,0.0,32,100,0,0
2715,77561.75423842318,31,32169.890166191497,1,False,0.0,True,0,0.0,17,0,0,1
1885,77561.75423842318,17,32169.890166191497,4,False,0.0,True,0,0.0,41,0,0,0
2057,79900.0,33,0.0,2,True,79900.0,True,1,0.0,39,0,0,0
730,124000.0,92,124000.0,3,True,124000.0,True,1,0.0,39,100,0,0
2616,79900.0,33,79900.0,2,True,79900.0,True,1,0.0,39,100,0,0
1237,100000.0,73,0.0,4,True,100000.0,True,1,0.0,64,0,0,1
1818,110000.0,55,0.0,3,True,110000.0,True,2,10000.0,32,0,0,0
3600,75000.0,64,75000.0,3,True,75000.0,True,1,75000.0,35,100,0,0
1079,77561.75423842318,91,32169.890166191497,2,False,0.0,True,0,0.0,32,100,0,0
1513,50000.0,77,50000.0,4,True,50000.0,True,1,0.0,32,100,0,0
1127,25000.0,14,25000.0,3,True,25000.0,True,1,0.0,39,100,0,0
2652,7600.0,39,7600.0,2,True,7600.0,True,1,7600.0,32,100,0,0
74,50000.0,91,0.0,2,True,50000.0,True,2,50000.0,35,0,0,0
1825,15000.0,86,15000.0,1,True,15000.0,True,1,15000.0,40,100,0,0
2822,25000.0,91,0.0,2,True,25000.0,True,2,10000.0,6,0,0,0
3863,0.0,48,0.0,1,False,0.0,True,0,0.0,78,0,0,1
2050,199500.0,72,199500.0,1,True,199500.0,True,1,0.0,32,100,1,0
570,77561.75423842318,91,32169.890166191497,2,False,0.0,True,0,0.0,32,0,0,0
3334,60000.0,91,60000.0,2,True,60000.0,True,1,60000.0,39,100,1,0
1659,230000.0,61,0.0,2,True,230000.0,True,2,30000.0,32,0,0,0
284,40000.0,76,0.0,4,True,40000.0,True,1,0.0,32,0,0,0
1935,441270.0,87,441270.0,4,True,441270.0,True,1,441270.0,39,100,0,0
3126,77561.75423842318,92,32169.890166191497,4,False,0.0,True,0,0.0,45,0,0,1
633,1200.0,72,0.0,2,True,1200.0,True,1,1200.0,32,0,0,0
1388,25000.0,85,0.0,3,True,25000.0,True,1,0.0,40,0,0,0
2444,77561.75423842318,91,32169.890166191497,2,False,0.0,True,0,0.0,56,0,0,0
2323,182000.0,92,182000.0,3,True,182000.0,True,1,0.0,45,100,0,0
106,38400.0,77,38400.0,1,True,38400.0,True,2,38400.0,78,100,0,0
1628,210000.0,89,0.0,4,True,210000.0,True,2,10000.0,32,0,0,0
328,23000.0,33,23000.0,4,True,23000.0,True,1,0.0,32,100,0,0
3711,11000.0,78,11000.0,3,True,11000.0,True,1,11000.0,44,100,0,0
774,77561.75423842318,92,32169.890166191497,4,False,0.0,True,0,0.0,32,0,0,0
2268,50000.0,92,0.0,3,True,50000.0,True,2,25000.0,35,0,0,1
901,81000.0,53,0.0,1,True,81000.0,True,1,0.0,32,0,0,0
174,15000.0,32,15000.0,1,True,15000.0,True,1,0.0,32,100,0,0
3290,25000.0,92,0.0,4,True,25000.0,True,1,25000.0,50,0,0,1
2635,40000.0,43,0.0,2,True,40000.0,True,2,10000.0,52,0,0,0
2278,6000.0,82,6000.0,4,True,6000.0,True,1,6000.0,40,100,0,0
2381,20000.0,64,20000.0,1,True,20000.0,True,1,0.0,32,100,0,0
1336,27500.0,92,0.0,3,True,27500.0,True,1,0.0,40,0,0,0
1974,800.0,47,800.0,2,True,800.0,True,1,800.0,35,100,0,0
2773,5000.0,18,5000.0,3,True,5000.0,True,1,5000.0,32,100,1,0
2142,25000.0,39,0.0,2,True,25000.0,True,1,0.0,41,0,0,0
1133,38000.0,79,38000.0,4,True,38000.0,True,2,20000.0,35,100,0,0
3876,3900.0,90,0.0,1,True,3900.0,True,1,3900.0,64,0,0,1
1027,77561.75423842318,77,32169.890166191497,3,False,0.0,True,0,0.0,35,0,0,0
1195,229320.0,77,229320.0,2,True,229320.0,True,1,229320.0,39,100,0,0
785,45225.0,82,45225.0,1,True,45225.0,True,1,0.0,32,100,0,0
1942,35000.0,81,0.0,4,True,35000.0,True,2,10000.0,43,0,0,1
1707,240000.0,90,240000.0,2,True,240000.0,True,1,0.0,43,100,0,0
2504,115000.0,60,0.0,3,True,115000.0,True,1,115000.0,41,0,1,1
1395,25000.0,61,0.0,4,True,25000.0,True,1,0.0,32,0,0,0
3160,15000.0,81,15000.0,4,True,15000.0,True,1,15000.0,49,100,0,0
1142,25000.0,78,0.0,2,True,25000.0,True,1,25000.0,26,0,0,0
2553,77561.75423842318,81,32169.890166191497,4,False,0.0,True,0,0.0,43,0,0,1
541,30000.0,92,0.0,3,True,30000.0,True,1,0.0,32,0,0,0
2634,40000.0,44,0.0,3,True,40000.0,True,2,10000.0,51,0,0,0
382,10000.0,90,10000.0,4,True,10000.0,True,1,0.0,32,100,0,0
2445,77561.75423842318,91,32169.890166191497,2,False,0.0,True,0,0.0,44,0,0,0
4088,147500.0,85,147500.0,4,True,147500.0,True,1,147500.0,17,100,0,0
1403,77561.75423842318,18,32169.890166191497,2,False,0.0,True,0,0.0,32,0,0,0
812,77561.75423842318,61,32169.890166191497,3,False,0.0,True,0,0.0,44,100,0,0
428,25000.0,30,0.0,1,True,25000.0,True,1,0.0,32,0,0,0
255,25000.0,38,25000.0,3,True,25000.0,True,1,0.0,39,100,0,0
1187,50000.0,90,0.0,1,True,50000.0,True,1,50000.0,8,0,0,1
1875,110000.0,88,110000.0,1,True,110000.0,True,1,0.0,6,100,0,0
2400,36000.0,31,0.0,3,True,36000.0,True,1,36000.0,64,0,1,1
1400,12500.0,91,12500.0,4,True,12500.0,True,1,0.0,40,100,0,0
1239,49000.0,92,0.0,3,True,49000.0,True,1,0.0,32,0,0,0
975,50000.0,76,0.0,4,True,50000.0,True,1,50000.0,35,0,0,1
2227,26473.0,23,26473.0,4,True,26473.0,True,1,0.0,55,100,0,0
1479,77561.75423842318,59,32169.890166191497,1,False,0.0,True,0,0.0,32,0,0,0
514,25000.0,50,0.0,4,True,25000.0,True,1,0.0,41,0,0,0
779,105300.0,47,0.0,4,True,105300.0,True,1,0.0,32,0,0,0
3329,314.1,30,0.0,2,True,314.1,True,2,314.1,24,0,0,0
3324,30000.0,17,0.0,4,True,30000.0,True,1,30000.0,44,0,0,1
2842,30000.0,23,30000.0,4,True,30000.0,True,1,30000.0,39,100,0,0
934,77561.75423842318,90,32169.890166191497,1,False,0.0,True,0,0.0,32,0,0,0
2189,126000.0,72,126000.0,4,True,126000.0,True,1,0.0,32,100,0,0
494,126000.0,76,126000.0,4,True,126000.0,True,1,0.0,32,100,1,0
3341,79500.0,91,79500.0,2,True,79500.0,True,1,79500.0,37,100,0,0
3357,100000.0,59,0.0,2,True,100000.0,True,1,100000.0,44,0,0,1
2778,55000.0,91,0.0,2,True,55000.0,True,2,15000.0,6,0,0,0
1445,77561.75423842318,18,32169.890166191497,4,False,0.0,True,0,0.0,54,0,0,1
3901,1080000.0,52,1080000.0,4,True,1080000.0,True,1,359671.53,37,100,0,0
1681,25000.0,80,0.0,4,True,25000.0,True,1,0.0,66,0,0,1
2605,0.0,90,0.0,1,True,0.0,True,2,0.0,55,0,0,1
1560,77561.75423842318,33,32169.890166191497,1,False,0.0,True,0,0.0,40,0,0,0
3920,50000.0,91,0.0,2,True,50000.0,True,1,50000.0,72,0,0,1
2069,60000.0,86,60000.0,2,True,60000.0,True,1,0.0,39,100,0,0
2543,77561.75423842318,78,32169.890166191497,2,False,0.0,True,0,0.0,40,0,0,1
1406,77561.75423842318,74,32169.890166191497,3,False,0.0,True,0,0.0,17,0,0,1
3153,77561.75423842318,25,32169.890166191497,3,False,0.0,True,0,0.0,41,0,0,0
586,25000.0,91,0.0,2,True,25000.0,True,1,25000.0,46,0,0,0
1351,77561.75423842318,30,32169.890166191497,1,False,0.0,True,0,0.0,32,0,0,0
1144,77561.75423842318,85,32169.890166191497,2,False,0.0,True,0,0.0,46,0,0,0
1902,77561.75423842318,68,32169.890166191497,3,False,0.0,True,0,0.0,32,0,0,0
1383,77561.75423842318,92,32169.890166191497,4,False,0.0,True,0,0.0,32,0,0,0
3519,22500.0,60,22500.0,2,True,22500.0,True,1,22500.0,32,100,0,0
2937,35000.0,78,0.0,3,True,35000.0,True,1,35000.0,52,0,0,0
1162,301500.0,32,301500.0,2,True,301500.0,True,1,0.0,32,100,0,0
3658,481500.0,92,481500.0,4,True,481500.0,True,2,160500.0,72,100,0,0
1764,35000.0,24,0.0,4,True,35000.0,True,1,0.0,32,0,0,0
214,25000.0,47,25000.0,3,True,25000.0,True,1,0.0,32,100,1,0
3366,50000.0,92,0.0,4,True,50000.0,True,2,50000.0,33,0,0,0
1328,157500.0,84,157500.0,3,True,157500.0,True,1,0.0,32,100,0,0
1849,6000.0,61,0.0,3,True,6000.0,True,1,6000.0,32,0,0,0
482,77561.75423842318,74,32169.890166191497,1,False,0.0,True,0,0.0,32,100,0,0
1150,77561.75423842318,85,32169.890166191497,2,False,0.0,True,0,0.0,46,0,0,0
2163,75000.0,30,0.0,2,True,75000.0,True,2,75000.0,78,0,0,1
3661,84000.0,89,0.0,1,True,84000.0,True,2,84000.0,45,0,0,1
1006,20000.0,26,0.0,4,True,20000.0,True,1,0.0,32,0,0,0
572,112500.0,40,112500.0,2,True,112500.0,True,1,0.0,32,100,1,0
288,500000.0,46,0.0,1,True,500000.0,True,1,0.0,39,0,0,0
2523,40000.0,91,40000.0,4,True,40000.0,True,1,0.0,37,100,1,0
377,7000.0,89,7000.0,4,True,7000.0,True,1,0.0,32,100,0,0
3326,5000.0,90,5000.0,1,True,5000.0,True,1,5000.0,59,100,0,0
1110,77561.75423842318,76,32169.890166191497,2,False,0.0,True,0,0.0,46,0,0,0
1014,60000.0,91,0.0,2,True,60000.0,True,1,0.0,44,0,0,0
3398,75000.0,73,75000.0,4,True,75000.0,True,3,75000.0,44,100,0,0
1864,77561.75423842318,59,32169.890166191497,1,False,0.0,True,0,0.0,32,0,0,0
2557,95000.0,92,0.0,4,True,95000.0,True,1,95000.0,45,0,1,1
300,77561.75423842318,72,32169.890166191497,3,False,0.0,True,0,0.0,32,100,0,0
1978,25000.0,79,25000.0,2,True,25000.0,True,2,15000.0,44,100,0,0
3659,50000.0,91,0.0,2,True,50000.0,True,1,50000.0,35,0,0,1
2905,25000.0,31,0.0,4,True,25000.0,True,1,25000.0,37,0,0,1
951,95000.0,68,95000.0,3,True,95000.0,True,1,0.0,39,100,0,0
2855,78900.0,8,0.0,3,True,78900.0,True,2,78900.0,45,0,0,0
793,77561.75423842318,84,32169.890166191497,1,False,0.0,True,0,0.0,32,100,0,0
3161,50000.0,78,0.0,2,True,50000.0,True,2,50000.0,40,0,0,1
4117,27000.0,29,0.0,3,True,27000.0,True,1,15470.96,41,0,0,0
3305,795000.0,91,795000.0,2,True,795000.0,True,6,795000.0,40,100,0,0
3186,7500.0,59,7500.0,1,True,7500.0,True,1,7500.0,41,100,0,0
285,25000.0,83,0.0,1,True,25000.0,True,1,0.0,32,0,0,0
266,147500.0,72,147500.0,4,True,147500.0,True,1,0.0,32,100,0,0
702,1600.0,29,1600.0,3,True,1600.0,True,1,0.0,32,100,1,0
3184,139100.0,84,139100.0,1,True,139100.0,True,2,139100.0,40,100,0,0
1644,77561.75423842318,30,32169.890166191497,1,False,0.0,True,0,0.0,32,0,0,0
3489,25000.0,6,0.0,4,True,25000.0,True,1,25000.0,37,0,0,0
902,77561.75423842318,92,32169.890166191497,4,False,0.0,True,0,0.0,32,0,0,0
3522,0.0,90,0.0,1,True,0.0,True,2,0.0,55,0,0,1
470,165000.0,91,0.0,2,True,165000.0,True,1,0.0,32,0,0,0
921,25000.0,29,0.0,3,True,25000.0,True,1,0.0,32,0,0,0
1131,100000.0,89,0.0,1,True,100000.0,True,1,0.0,35,0,0,1
2483,10000.0,92,0.0,4,True,10000.0,True,1,0.0,64,0,0,1
569,150000.0,92,0.0,3,True,150000.0,True,1,0.0,39,0,1,0
918,255000.0,92,255000.0,4,True,255000.0,True,1,0.0,39,100,1,0
1446,55000.0,22,0.0,3,True,55000.0,True,2,15000.0,6,0,0,0
3933,941.53,22,941.53,4,True,941.53,True,1,941.53,40,100,0,0
1928,2450.0,89,0.0,2,True,2450.0,True,1,2450.0,43,0,0,0
3385,84000.0,51,84000.0,3,True,84000.0,True,1,84000.0,41,100,0,0
663,37440.0,24,0.0,1,True,37440.0,True,1,0.0,32,0,0,0
2606,80000.0,51,0.0,3,True,80000.0,True,2,20000.0,6,0,0,0
1046,919945.83,29,919945.83,3,True,919945.83,True,1,0.0,32,100,0,0
2586,40000.0,23,0.0,4,True,40000.0,True,2,20000.0,42,0,0,0
3450,36900.0,91,36900.0,2,True,36900.0,True,1,36900.0,42,100,0,0
148,16000.0,57,0.0,4,True,16000.0,True,1,16000.0,11,0,0,0
1925,50000.0,90,0.0,1,True,50000.0,True,1,50000.0,8,0,0,1
3089,241500.0,73,241500.0,4,True,241500.0,True,2,36500.0,41,100,0,0
207,65000.0,33,0.0,2,True,65000.0,True,1,0.0,32,0,0,0
1678,100000.0,76,0.0,3,True,100000.0,True,2,25000.0,32,0,0,0
398,55000.0,56,55000.0,1,True,55000.0,True,1,0.0,32,100,0,0
2501,150000.0,92,0.0,3,True,150000.0,True,1,0.0,39,0,0,1
3759,840000.0,92,840000.0,4,True,840000.0,True,2,210000.0,71,100,0,0
2552,77561.75423842318,77,32169.890166191497,4,False,0.0,True,0,0.0,43,0,0,1
603,6500.0,50,6500.0,2,True,6500.0,True,1,0.0,46,100,1,0
660,23000.0,92,23000.0,3,True,23000.0,True,1,0.0,46,100,0,0
3493,93500.0,74,93500.0,2,True,93500.0,True,1,93500.0,37,100,0,0
1468,25000.0,30,0.0,3,True,25000.0,True,1,0.0,32,0,0,0
2642,77561.75423842318,76,32169.890166191497,4,False,0.0,True,0,0.0,35,0,0,1
2214,77561.75423842318,8,32169.890166191497,4,False,0.0,True,0,0.0,32,100,0,0
3022,25000.0,15,0.0,4,True,25000.0,True,1,0.0,39,0,0,1
395,45000.0,90,0.0,1,True,45000.0,True,1,0.0,32,0,0,0
1666,300000.0,92,300000.0,4,True,300000.0,True,1,0.0,43,100,1,0
361,10000.0,20,0.0,2,True,10000.0,True,1,0.0,32,0,0,0
4153,50000.0,91,0.0,2,True,50000.0,True,2,50000.0,41,0,0,0
